Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Footnote_Symbol,Data_Value_Footnote,PopulationCount,GeoLocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001307,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.5,22.5,24.6,,,"3,512","(30.2362246189, -97.7686582057)",HLTHOUT,BPHIGH,4805000,48453001307,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001308,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.4,21.6,23.1,,,"2,670","(30.2325448034, -97.7618787936)",HLTHOUT,BPHIGH,4805000,48453001308,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001401,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.1,18.1,20.2,,,"2,981","(30.2500756585, -97.7460413706)",HLTHOUT,BPHIGH,4805000,48453001401,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001402,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.2,22,24.5,,,"2,499","(30.2436544693, -97.740570904)",HLTHOUT,BPHIGH,4805000,48453001402,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001403,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.3,23.3,25.4,,,"1,490","(30.2399175637, -97.7350701079)",HLTHOUT,BPHIGH,4805000,48453001403,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001501,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.3,26.8,29.7,,,"4,787","(30.3465767365, -97.7433025334)",HLTHOUT,BPHIGH,4805000,48453001501,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001503,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.8,21.1,22.5,,,"3,875","(30.3272588203, -97.7157698879)",HLTHOUT,BPHIGH,4805000,48453001503,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001504,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.9,24.7,27,,,"3,925","(30.3465471667, -97.7250886708)",HLTHOUT,BPHIGH,4805000,48453001504,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001505,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.4,23.2,25.5,,,"4,061","(30.3363798606, -97.7304218616)",HLTHOUT,BPHIGH,4805000,48453001505,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001602,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.9,17.9,19.9,,,"3,301","(30.2855533127, -97.7759300983)",HLTHOUT,BPHIGH,4805000,48453001602,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001603,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25,23.7,26.3,,,"4,405","(30.2984241639, -97.7564451619)",HLTHOUT,BPHIGH,4805000,48453001603,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001604,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.5,29.1,32,,,"3,984","(30.3028790531, -97.7732678485)",HLTHOUT,BPHIGH,4805000,48453001604,High Blood Pressure
2014,TX,Texas,Austin,City,BRFSS,Health Outcomes,4805000,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.7,7.6,7.7,,,"790,390","(30.3068610342, -97.7554771245)",HLTHOUT,DIABETES,4805000,,Diabetes
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001605,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.7,21.9,23.6,,,"3,743","(30.2867724621, -97.7605749891)",HLTHOUT,BPHIGH,4805000,48453001605,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001606,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,44.8,43,46.6,,,383,"(30.3056734899, -97.7608257681)",HLTHOUT,BPHIGH,4805000,48453001606,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001705,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.6,29.5,31.7,,,"4,662","(30.369711599, -97.7740377256)",HLTHOUT,BPHIGH,4805000,48453001705,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001706,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.3,26,28.7,,,"3,321","(30.3825164181, -97.7554891237)",HLTHOUT,BPHIGH,4805000,48453001706,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001707,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29,27.7,30.4,,,"4,305","(30.3727904254, -97.746340078)",HLTHOUT,BPHIGH,4805000,48453001707,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001712,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.9,29.6,32.2,,,"4,008","(30.2238522538, -97.7971960496)",HLTHOUT,BPHIGH,4805000,48453001712,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001713,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.6,24.6,26.6,,,"3,986","(30.2107942383, -97.8052968794)",HLTHOUT,BPHIGH,4805000,48453001713,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001714,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.7,21.9,23.6,,,"11,332","(30.4232100942, -97.8280150091)",HLTHOUT,BPHIGH,4805000,48453001714,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001716,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.1,22.8,25.4,,,"4,987","(30.3892678952, -97.8029503466)",HLTHOUT,BPHIGH,4805000,48453001716,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001718,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.1,24,26.3,,,"5,442","(30.3483038697, -97.7610247766)",HLTHOUT,BPHIGH,4805000,48453001718,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001719,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,31.5,29.8,33.2,,,"3,793","(30.3496481393, -97.7809337795)",HLTHOUT,BPHIGH,4805000,48453001719,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001722,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.3,17.4,19.2,,,"3,592","(30.3989182191, -97.7531633887)",HLTHOUT,BPHIGH,4805000,48453001722,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001728,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.1,23,25.1,,,"6,952","(30.1957498764, -97.816558213)",HLTHOUT,BPHIGH,4805000,48453001728,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001729,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.2,19.5,21.1,,,"4,607","(30.2027503265, -97.829376795)",HLTHOUT,BPHIGH,4805000,48453001729,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001737,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.9,21,22.9,,,"9,971","(30.2146083411, -97.8797963828)",HLTHOUT,BPHIGH,4805000,48453001737,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001738,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.9,25.9,27.9,,,"6,647","(30.2186732803, -97.859799421)",HLTHOUT,BPHIGH,4805000,48453001738,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001740,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.2,21.1,23.2,,,"3,764","(30.1918324264, -97.8568183613)",HLTHOUT,BPHIGH,4805000,48453001740,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001742,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,31,28.7,33.2,,,184,"(30.3610509528, -97.9204696959)",HLTHOUT,BPHIGH,4805000,48453001742,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001745,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.3,28.9,31.6,,,"2,322","(30.4243915281, -97.7380184815)",HLTHOUT,BPHIGH,4805000,48453001745,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001746,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.6,22.6,24.6,,,"3,916","(30.1860608718, -97.838251775)",HLTHOUT,BPHIGH,4805000,48453001746,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001747,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.8,24.9,26.9,,,"5,105","(30.1807705165, -97.8245896819)",HLTHOUT,BPHIGH,4805000,48453001747,High Blood Pressure
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001785,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,77.9,76,79.5,,,"3,143","(30.4441914203, -97.7349579673)",PREVENT,MAMMOUSE,4805000,48453001785,Mammography
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001748,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20,19,21,,,"4,954","(30.1706708363, -97.8390678065)",HLTHOUT,BPHIGH,4805000,48453001748,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001749,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.9,20,21.9,,,"5,989","(30.2303531901, -97.8443716395)",HLTHOUT,BPHIGH,4805000,48453001749,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001750,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.8,19,20.5,,,"3,869","(30.2198633299, -97.8221972985)",HLTHOUT,BPHIGH,4805000,48453001750,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001751,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,35.1,33.9,36.4,,,"2,065","(30.3628740707, -97.7577287173)",HLTHOUT,BPHIGH,4805000,48453001751,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001752,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,15.3,14.4,16.1,,,"3,583","(30.3576197191, -97.7498287811)",HLTHOUT,BPHIGH,4805000,48453001752,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001753,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,14.7,13.9,15.5,,,"1,121","(30.3908023394, -97.7388705343)",HLTHOUT,BPHIGH,4805000,48453001753,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001754,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26,25,26.9,,,"4,599","(30.4065557514, -97.7373059981)",HLTHOUT,BPHIGH,4805000,48453001754,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001755,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27,25.5,28.6,,,"5,615","(30.4091796804, -97.7784833883)",HLTHOUT,BPHIGH,4805000,48453001755,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001756,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.9,24.9,26.8,,,"3,997","(30.4261408587, -97.7697726347)",HLTHOUT,BPHIGH,4805000,48453001756,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001757,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29.3,27.9,30.8,,,"1,934","(30.3978196994, -97.7639427818)",HLTHOUT,BPHIGH,4805000,48453001757,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001760,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.7,22.7,24.7,,,"1,914","(30.3654663308, -97.8837872622)",HLTHOUT,BPHIGH,4805000,48453001760,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001761,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.5,23.1,25.8,,,"6,589","(30.363129093, -97.832162857)",HLTHOUT,BPHIGH,4805000,48453001761,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001765,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.6,22.6,24.6,,,"2,795","(30.4225784692, -97.8676799862)",HLTHOUT,BPHIGH,4805000,48453001765,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001768,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,1,"(30.2647464659, -97.9111742179)",HLTHOUT,BPHIGH,4805000,48453001768,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001769,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.9,23.6,26.2,,,"4,657","(30.2420746493, -97.8985089869)",HLTHOUT,BPHIGH,4805000,48453001769,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001770,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.2,21.9,24.4,,,"11,408","(30.1897730385, -97.8909285606)",HLTHOUT,BPHIGH,4805000,48453001770,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001772,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,17.7,16.8,18.5,,,"2,343","(30.1510668591, -97.8353659518)",HLTHOUT,BPHIGH,4805000,48453001772,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001774,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.7,19.8,21.5,,,"6,422","(30.1553955337, -97.8471187274)",HLTHOUT,BPHIGH,4805000,48453001774,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001775,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.5,17.5,19.6,,,"1,864","(30.1713278537, -97.8989705285)",HLTHOUT,BPHIGH,4805000,48453001775,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001776,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.2,22.2,24.2,,,"2,803","(30.211852731, -97.8404475868)",HLTHOUT,BPHIGH,4805000,48453001776,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001777,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.7,20.8,22.5,,,"5,535","(30.2047085014, -97.849773064)",HLTHOUT,BPHIGH,4805000,48453001777,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001781,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,31.8,30.2,33.3,,,"2,251","(30.4398224796, -97.7964239828)",HLTHOUT,BPHIGH,4805000,48453001781,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001782,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29.6,28.1,31,,,"4,955","(30.429373646, -97.7930268848)",HLTHOUT,BPHIGH,4805000,48453001782,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001783,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,31.5,29.5,33.5,,,421,"(30.344379193, -97.869486999)",HLTHOUT,BPHIGH,4805000,48453001783,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001784,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.8,17.4,20.1,,,122,"(30.3275165765, -97.9043520204)",HLTHOUT,BPHIGH,4805000,48453001784,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001785,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,16.6,16.1,17.2,,,"3,143","(30.4441914203, -97.7349579673)",HLTHOUT,BPHIGH,4805000,48453001785,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001786,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,16.9,16.1,17.8,,,"4,676","(30.4336936631, -97.7486832428)",HLTHOUT,BPHIGH,4805000,48453001786,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001804,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.6,23.9,25.2,,,"6,362","(30.3419421909, -97.7073262607)",HLTHOUT,BPHIGH,4805000,48453001804,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001805,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.6,24.9,26.4,,,"4,750","(30.3572024292, -97.7103158419)",HLTHOUT,BPHIGH,4805000,48453001805,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001806,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25,23.9,26.1,,,"5,550","(30.3535089077, -97.6977872408)",HLTHOUT,BPHIGH,4805000,48453001806,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001811,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27,26,27.9,,,"3,546","(30.3261510878, -97.6850226617)",HLTHOUT,BPHIGH,4805000,48453001811,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001812,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.6,23.6,25.8,,,"7,549","(30.329678639, -97.697934571)",HLTHOUT,BPHIGH,4805000,48453001812,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001813,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.4,24.4,26.6,,,"5,853","(30.3451653645, -97.6875073111)",HLTHOUT,BPHIGH,4805000,48453001813,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001817,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.6,25.4,27.8,,,"3,616","(30.3666407346, -97.7346650749)",HLTHOUT,BPHIGH,4805000,48453001817,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001818,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.4,24.4,26.3,,,"5,341","(30.3602092627, -97.7222085004)",HLTHOUT,BPHIGH,4805000,48453001818,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001819,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.8,24.1,25.5,,,"4,265","(30.3634311331, -97.7026508753)",HLTHOUT,BPHIGH,4805000,48453001819,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001820,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.1,22,24.2,,,"7,812","(30.3718015582, -97.7148159897)",HLTHOUT,BPHIGH,4805000,48453001820,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001821,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.8,24.8,26.7,,,"5,204","(30.3809891862, -97.7086033499)",HLTHOUT,BPHIGH,4805000,48453001821,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001822,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.3,24.5,26.2,,,"6,573","(30.3741925894, -97.6963165649)",HLTHOUT,BPHIGH,4805000,48453001822,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001823,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.6,23.6,25.7,,,"6,478","(30.3700997876, -97.6868971464)",HLTHOUT,BPHIGH,4805000,48453001823,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001824,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.9,27.8,30.1,,,"1,734","(30.3851030924, -97.6791938103)",HLTHOUT,BPHIGH,4805000,48453001824,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001826,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.1,24.3,25.9,,,"2,276","(30.4022432917, -97.6830258333)",HLTHOUT,BPHIGH,4805000,48453001826,High Blood Pressure
2014,TX,Texas,Austin,Census Tract,BRFSS,Prevention,4805000-48453001786,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,75.9,72,78.7,,,"4,676","(30.4336936631, -97.7486832428)",PREVENT,MAMMOUSE,4805000,48453001786,Mammography
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001828,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.7,22.4,25,,,"3,943","(30.4215882992, -97.7237244649)",HLTHOUT,BPHIGH,4805000,48453001828,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001829,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.3,17.6,19.1,,,"2,443","(30.4163985388, -97.7128338245)",HLTHOUT,BPHIGH,4805000,48453001829,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001832,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,31.3,30.3,32.5,,,"2,509","(30.3801454054, -97.6688141961)",HLTHOUT,BPHIGH,4805000,48453001832,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001833,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.5,29.6,31.5,,,"7,089","(30.3640068193, -97.6764901387)",HLTHOUT,BPHIGH,4805000,48453001833,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001834,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.3,18.6,19.9,,,"6,723","(30.3530097713, -97.6626570933)",HLTHOUT,BPHIGH,4805000,48453001834,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001835,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.2,23.6,24.8,,,"5,000","(30.3868001522, -97.661485146)",HLTHOUT,BPHIGH,4805000,48453001835,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001839,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.1,20.4,21.8,,,"7,267","(30.4047333982, -97.6589226842)",HLTHOUT,BPHIGH,4805000,48453001839,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001840,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.3,18.6,20.1,,,"1,107","(30.4266403327, -97.6575234346)",HLTHOUT,BPHIGH,4805000,48453001840,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001842,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21,20.4,21.5,,,"2,035","(30.3755684675, -97.6313378757)",HLTHOUT,BPHIGH,4805000,48453001842,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001843,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.3,25.3,27.4,,,"2,272","(30.3885473458, -97.6999972777)",HLTHOUT,BPHIGH,4805000,48453001843,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001844,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.2,23.3,25,,,"3,668","(30.3959573783, -97.7013524585)",HLTHOUT,BPHIGH,4805000,48453001844,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001845,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25,24,26.1,,,"3,111","(30.3924931419, -97.6904359465)",HLTHOUT,BPHIGH,4805000,48453001845,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001846,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.3,26.8,29.8,,,"2,379","(30.4360239746, -97.7137664933)",HLTHOUT,BPHIGH,4805000,48453001846,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001847,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.4,21.6,23.3,,,"6,752","(30.4283193463, -97.6904273075)",HLTHOUT,BPHIGH,4805000,48453001847,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001848,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.6,22.7,24.5,,,"4,515","(30.4180610095, -97.6857056708)",HLTHOUT,BPHIGH,4805000,48453001848,High Blood Pressure
2013,TX,Texas,Austin,Census Tract,BRFSS,Health Outcomes,4805000-48453001849,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,14.6,14.1,15.2,,,"5,627","(30.394644055, -97.7201266116)",HLTHOUT,BPHIGH,4805000,48453001849,High Blood Pressure
