OBJECTID,ID,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGTEL,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,HSIPTHEMES,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,WEBSITE,FCODE,GNIS_ID,SOURCE,GOVT_LEVEL,TOT_STAFF,SPEC_EQUIP,SDR
3148,147,WEST FAIRLEE TOWN HEALTH OFFICER,802-333-9696,908 STATE ROUTE 113, ,WEST FAIRLEE,VT,5083, ,ORANGE,50017,REPRESENTED AT ADMINISTRATIVE LOCATION, , , ,2010-01-05T00:00:00.000Z,PHONE,2010-01-05T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,119749041,-72.2620241,43.9098947,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS, ,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3149,148,RICHFORD HEALTH OFFICER,802-848-7751,94 MAIN STREET,TOWN HALL,RICHFORD,VT,5476,1133,FRANKLIN,50011,REPRESENTED AT ADMINISTRATIVE LOCATION, , , ,2010-01-05T00:00:00.000Z,PHONE,2010-01-05T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,89387584,-72.6735456,44.9947666,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS, ,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3150,149,TOWN HEALTH OFFICER - WALTHAM,802-877-3641,2053 MAPLE STREET, ,WALTHAM,VT,5491,9422,ADDISON,50001,REPRESENTED AT ADMINISTRATIVE LOCATION, , , ,2010-01-05T00:00:00.000Z,PHONE,2010-01-05T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,98424016,-73.2446814,44.1309654,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS, ,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3151,150,WARREN COUNTY HEALTH DEPARTMENT,540-635-3159,134 PEYTON STREET, ,FRONT ROYAL,VA,22630,3345,WARREN,51187, , , , ,2009-11-23T00:00:00.000Z,PHONE,2009-11-23T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,101702369,-78.1914651,38.9188855,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS, ,80028, ,VADOH,LOCAL,0, , 
3152,151,NORTHUMBERLAND COUNTY HEALTH DEPARTMENT,804-580-3731,6373 NORTHUMBERLAND HIGHWAY, ,HEATHSVILLE,VA,22473, ,NORTHUMBERLAND,51133, , , , ,2009-11-25T00:00:00.000Z,PHONE,2009-11-25T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,108595197,-76.4814586,37.9217148,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.VDH.STATE.VA.US/LHD/THREERIV/HEALTHDEPARTMENTS.HTM,80028, ,VADOH,LOCAL,0, ,YES
3153,152,NELSON COUNTY HEALTH DEPARTMENT,434-263-8315,63 COURTHOUSE SQUARE, ,LOVINGSTON,VA,22949, ,NELSON,51125, , , , ,2009-11-25T00:00:00.000Z,PHONE,2009-11-25T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,101741258,-78.8694399,37.7607186,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.VDH.STATE.VA.US/LHD/THOMASJEFFERSON/NELSON/,80028, ,VADOH,LOCAL,0, ,YES
3154,153,TUNBRIDGE TOWN HEALTH OFFICER,802-889-5521,271 STATE ROUTE 110, ,TUNBRIDGE,VT,5077, ,ORANGE,50017,REPRESENTED AT ADMINISTRATIVE LOCATION, , , ,2010-01-05T00:00:00.000Z,PHONE,2010-01-05T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,119736483,-72.494221,43.8876284,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS, ,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3155,154,SUSSEX COUNTY HEALTH DEPARTMENT,434-246-8611,20103 PRINCETON ROAD, ,STONY CREEK,VA,23882,3643,SUSSEX,51183, , , , ,2009-11-23T00:00:00.000Z,PHONE,2009-11-23T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,101795109,-77.2817566,36.9140912,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.VDH.STATE.VA.US/LHD/CRATER/SUSSEX.HTM,80028, ,VADOH,LOCAL,0, ,YES
3156,155,ALLEGANY COUNTY HEALTH DEPARTMENT,301-759-5000,12501 WILLOWBROOK ROAD, ,CUMBERLAND,MD,21502,2554,ALLEGANY,24001, , , , ,2009-12-04T00:00:00.000Z,PHONE,2009-12-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,129982179,-78.7326747,39.6493259,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.ALLEGANYHEALTHDEPT.COM/,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3157,156,HINSDALE BOARD OF HEALTH,413-655-2301,39 SOUTH STREET,TOWN HALL,HINSDALE,MA,1235,9329,BERKSHIRE,25003, , , , ,2009-12-02T00:00:00.000Z,PHONE,2009-12-02T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,22190991,-73.1228517,42.43761,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS, ,80028, ,TECHNIGRAPHICS,LOCAL,0, , 
3158,157,PENNSYLVANIA DEPARTMENT OF HEALTH,814-865-0932,280 WEST HAMILTON AVENUE, ,STATE COLLEGE,PA,16801,5218,CENTRE,42027, , , , ,2009-12-16T00:00:00.000Z,PHONE,2010-01-05T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,24728839,-77.8561445,40.7873642,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WEBSERVER.HEALTH.STATE.PA.US/HEALTH/COMM/COMM.ASP?COUNTY=CENTRE,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3159,158,VISITING NURSE'S ASSOCIATION OF CHITTENDEN,802-658-1900,1110 PRIM ROAD, ,COLCHESTER,VT,5446,6403,CHITTENDEN,50007, , , , ,2009-12-03T00:00:00.000Z,PHONE,2009-12-03T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,HEALTH PROGRAM ADMINISTRATION,89449285,-73.2464855,44.5391937,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.VNACARES.ORG/,80028, ,TECHNIGRAPHICS,OTHER,0, , 
3160,159,CHICOPEE HEALTH DEPARTMENT,413-594-1660,15 COURT STREET, ,CHICOPEE,MA,1020,1885,HAMPDEN,25013, , , , ,2009-12-02T00:00:00.000Z,PHONE,2009-12-02T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,22292662,-72.5844023,42.1565225,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CHICOPEEMA.GOV/PAGE.PHP?ID=84,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3161,160,WINOOSKI HEALTH OFFICER,802-655-3000,18 MANSION STREET, ,WINOOSKI,VT,5404,2030,CHITTENDEN,50007, , , , ,2010-01-04T00:00:00.000Z,PHONE,2010-01-05T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,89452401,-73.1857971,44.4927818,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://ONIONCITY.COM/HTM/MD_HOME.HTM,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3162,161,MIDDLETOWN TOWNSHIP HEALTH DEPARTMENT,732-615-2095,3 PENELOPE LANE, ,MIDDLETOWN,NJ,7748,2504,MONMOUTH,34025, , , , ,2009-12-04T00:00:00.000Z,PHONE,2009-12-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,21905025,-74.1063159,40.3949524,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.MIDDLETOWNNJ.ORG/HEALTH/MAIN.ASP,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3163,162,SURRY COUNTY HEALTH DEPARTMENT,757-294-3185,474 COLONIAL TRAIL WEST, ,DENDRON,VA,23839,2205,SURRY,51181, , , , ,2009-11-23T00:00:00.000Z,PHONE,2009-11-23T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,108632149,-76.8506818,37.1251648,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.VDH.STATE.VA.US/LHD/CRATER/SURRY.HTM,80028, ,VADOH,LOCAL,0, ,YES
3164,163,CLARKE COUNTY HEALTH DEPARTMENT,540-955-1033,100 NORTH BUCKMARSH STREET, ,BERRYVILLE,VA,22611,1010,CLARKE,51043, , , , ,2009-11-30T00:00:00.000Z,PHONE,2009-11-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,113354054,-77.9816686,39.1525637,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CLARKECOUNTY.GOV/GOVERNMENT/COUNTY_DIRECTORY/HEALTH_DEPARTMENT.HTML,80028, ,VADOH,LOCAL,0, , 
3165,164,SCHUYLER COUNTY PUBLIC HEALTH,607-535-8140,106 SOUTH PERRY STREET,SUITE 4,WATKINS GLEN,NY,14891,1615,SCHUYLER,36097, , , , ,2009-12-07T00:00:00.000Z,PHONE,2009-12-07T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,107492039,-76.8645001,42.3764415,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.SCHUYLERCOUNTY.US/PHHA.HTM,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3166,165,GENESEE COUNTY PUBLIC HEALTH DEPARTMENT,585-344-2580,3837 WEST MAIN STREET ROAD,COUNTY BUILDING II,BATAVIA,NY,14020,9404,GENESEE,36037, , , , ,2009-12-07T00:00:00.000Z,PHONE,2009-12-07T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,107431415,-78.2275361,43.0094909,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CO.GENESEE.NY.US/DPT/PUBLICHEALTH/INDEX.HTML,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3167,166,CATTARAUGUS COUNTY HEALTH DEPARTMENT,716-373-8050,1 LEO MOSS DRIVE, ,OLEAN,NY,14760, ,CATTARAUGUS,36009, , , , ,2009-12-07T00:00:00.000Z,PHONE,2009-12-07T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,107503789,-78.4500878,42.0863622,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CO.CATTARAUGUS.NY.US/HEALTH/INDEX.ASP,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3168,167,PENNSYLVANIA DEPARTMENT OF HEALTH,717-787-6436,625 FORSTER STREET, ,HARRISBURG,PA,17102, ,DAUPHIN,42043, , , , ,2009-12-28T00:00:00.000Z,PHONE,2009-12-28T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,HEALTH PROGRAM ADMINISTRATION,42994444,-76.8824356,40.2674427,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.PORTAL.STATE.PA.US/PORTAL/SERVER.PT/COMMUNITY/DEPARTMENT_OF_HEALTH_INFORMATION/10674/CONTACT_US/559346,80028, ,TECHNIGRAPHICS,STATE,0, ,YES
3169,168,CONNECTICUT DEPARTMENT OF PUBLIC HEALTH SERVICES,860-509-8000,410 CAPITOL AVENUE, ,HARTFORD,CT,6106,1367,HARTFORD,9003, , , , ,2009-12-28T00:00:00.000Z,PHONE,2009-12-28T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,HEALTH PROGRAM ADMINISTRATION,22305050,-72.6895875,41.7641385,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CT.GOV/DPH/SITE/DEFAULT.ASP,80028, ,TECHNIGRAPHICS,STATE,0, ,YES
3170,169,MONTPELIER PUBLIC HEALTH OFFICER,802-229-4913,61 MAIN STREET, ,MONTPELIER,VT,5602,2950,WASHINGTON,50023, , , , ,2009-12-01T00:00:00.000Z,PHONE,2009-12-01T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,89403864,-72.5753974,44.259473,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.MONTPELIER-VT.ORG/DEPARTMENT/70.HTML,80028, ,TECHNIGRAPHICS,LOCAL,0, , 
3171,170,CALEDONIA HOME HEALTH CARE AND HOSPICE,802-748-8116,161 SHERMAN DRIVE, ,SAINT JOHNSBURY,VT,5819,9811,CALEDONIA,50005, , , , ,2009-11-30T00:00:00.000Z,PHONE,2009-11-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,89453995,-72.012672,44.4474035,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.NCHCVT.ORG/CHHC.HTM,80028, ,TECHNIGRAPHICS,LOCAL,0, , 
3172,171,NEWFANE HEALTH OFFICER,802-365-7772,555 STATE HIGHWAY 30, ,NEWFANE,VT,5345, ,WINDHAM,50025, , , , ,2009-12-02T00:00:00.000Z,PHONE,2009-12-02T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,89390185,-72.6561068,42.9838509,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS, ,80028, ,TECHNIGRAPHICS,LOCAL,0, ,NO
3173,172,SAINT ALBANS CITY HEALTH OFFICER,802-524-2132,30 LOWER WELDEN STREET, ,SAINT ALBANS,VT,5478,2318,FRANKLIN,50011, , , , ,2009-11-30T00:00:00.000Z,PHONE,2009-11-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,89439580,-73.0877048,44.80722,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS, ,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3174,173,VERMONT DEPARTMENT OF HEALTH BENNINGTON DISTRICT OFFICE,802-447-3531,324 MAIN STREET,SUITE 2,BENNINGTON,VT,5201,2107,BENNINGTON,50003, , , , ,2009-12-18T00:00:00.000Z,PHONE,2009-12-18T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,22207101,-73.1978684,42.8791191,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.HEALTHVERMONT.ORG/LOCAL/DISTRICT/BENNINGTON.ASPX,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3175,174,CHAIR OF THE SELECTBOARD - FAIRLEE TOWN HEALTH OFFICER,802-333-4363,75 TOWN COMMON ROAD, ,FAIRLEE,VT,5045,9584,ORANGE,50017, , , , ,2009-12-01T00:00:00.000Z,PHONE,2009-12-01T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,110411860,-72.1423605,43.9083801,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS, ,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3176,175,BENNINGTON HEALTH OFFICER,802-442-1037,205 SOUTH STREET, ,BENNINGTON,VT,5201,2281,BENNINGTON,50003, , , , ,2009-11-30T00:00:00.000Z,PHONE,2009-11-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,89379397,-73.1976081,42.8773775,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS, ,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3177,176,MARIETTA CITY HEALTH DEPARTMENT,740-373-0611,304 PUTNAM STREET, ,MARIETTA,OH,45750,3022,WASHINGTON,39167, , , , ,2009-12-17T00:00:00.000Z,PHONE,2009-12-17T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,106768560,-81.4524741,39.4161547,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.MARIETTAOH.NET/GOVERNMENT/HEALTH/,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3178,177,MORRISTOWN HEALTH OFFICER,802-888-6373,43 PORTLAND STREET, ,MORRISVILLE,VT,5661, ,LAMOILLE,50015, , , , ,2009-11-30T00:00:00.000Z,PHONE,2009-11-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,22168229,-72.5988176,44.5623591,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS, ,80028, ,TECHNIGRAPHICS,LOCAL,0, ,NO
3179,178,GRAFTON HEALTH OFFICER,802-843-1035,595 WRIGHT ORCHARD ROAD, ,GRAFTON,VT,5146,9773,WINDHAM,50025, , , , ,2009-12-01T00:00:00.000Z,ALT REF,2009-12-01T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,119741152,-72.6025682,43.1911162,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS, ,80028, ,TECHNIGRAPHICS,LOCAL,0, , 
3180,179,CAMBRIDGE HEALTH OFFICER,802-644-2251,85 CHURCH STREET,SUITE 201,JEFFERSONVILLE,VT,5464,9842,LAMOILLE,50015, , , , ,2009-11-30T00:00:00.000Z,PHONE,2009-11-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,123121027,-72.8312322,44.643596,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS, ,80028, ,TECHNIGRAPHICS,LOCAL,0, ,NO
3181,180,TOWNSHEND HEALTH OFFICER,802-365-7300,2006 STATE ROUTE 30, ,TOWNSHEND,VT,5353, ,WINDHAM,50025, , , , ,2009-12-10T00:00:00.000Z,PHONE,2009-12-10T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,98412616,-72.6669181,43.0459042,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS, ,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3182,181,ELMORE HEALTH OFFICER,802-888-3191,1175 STATE HIGHWAY 12, ,LAKE ELMORE,VT,5657, ,LAMOILLE,50015, , , , ,2009-12-02T00:00:00.000Z,PHONE,2009-12-02T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,89402754,-72.5233837,44.5411338,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS, ,80028, ,TECHNIGRAPHICS,LOCAL,0, ,NO
3183,182,BURLINGTON DISTRICT OFFICE,802-863-7323,108 CHERRY STREET, ,BURLINGTON,VT,5401,4295,CHITTENDEN,50007, , , , ,2009-12-18T00:00:00.000Z,PHONE,2009-12-18T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,110392413,-73.2138246,44.4794924,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.HEALTHVERMONT.ORG/LOCAL/DISTRICT/BURLINGTON.ASPX,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3184,183,MORRISVILLE DISTRICT OFFICE,802-888-7447,63 PROFESSIONAL DRIVE,SUITE 1,MORRISVILLE,VT,5661,8522,LAMOILLE,50015, , , , ,2009-12-18T00:00:00.000Z,PHONE,2009-12-18T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,89447237,-72.5974276,44.5705762,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.HEALTHVERMONT.ORG/LOCAL/DISTRICT/MORRISVILLE.ASPX,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3185,184,CHESTER BOARD OF HEALTH,413-354-7781,15 MIDDLEFIELD ROAD, ,CHESTER,MA,1011,9667,HAMPDEN,25013, , , , ,2009-12-21T00:00:00.000Z,PHONE,2009-12-21T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,89683267,-72.982414,42.2800721,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.TOWNOFCHESTER.NET/CHESTERMASS/ID6.HTML,80028, ,TECHNIGRAPHICS,LOCAL,0, ,NO
3186,185,NORTHAMPTON HEALTH DEPARTMENT,413-587-1214,212 MAIN STREET,MUNICIPAL BUILDING,NORTHAMPTON,MA,1060,3112,HAMPSHIRE,25015, , , , ,2009-12-21T00:00:00.000Z,PHONE,2009-12-28T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,22282426,-72.6321618,42.3170667,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.NORTHAMPTONMA.GOV/HEALTHDEPT/INDEX.PHP,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
