OBJECTID,ID,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGTEL,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,HSIPTHEMES,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,UCAOA_ID
4355,354,GILMORE FULTON FAMILY MEDICAL CENTER,662-862-7047,302 HOSPITAL ROAD, ,FULTON,MS,38843,6002,ITAWAMBA,28057,LOCATED ON THE NORTHEAST CORNER OF HOSPITAL RD AND S ADAMS ST, , , ,2009-04-23T00:00:00.000Z,PHONE,2009-04-23T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",99261527,-88.403225,34.261418,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
4356,355,EAGLE FAMILY AND URGENT CARE CENTER,270-274-4771,1213 NORTH MAIN STREET, ,BEAVER DAM,KY,42320,8955,OHIO,21183,LOCATED ON THE SOUTHEAST CORNER OF VELLER DR AND N MAIN ST, , , ,2009-05-12T00:00:00.000Z,PHONE,2009-05-12T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",106846013,-86.8780608,37.4164951,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
4357,356,EXPRESS MED CLINIC,574-722-9633,3400 EAST MARKET STREET, ,LOGANSPORT,IN,46947,2295,CASS,18017,"LOCATED ON THE EAST SIDE OF CASS PLAZA DRIVE, APPROX .1MI NORTH OF EAST MARKET STREET.", , , ,2009-03-06T00:00:00.000Z,PHONE,2009-03-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",103476102,-86.321674,40.7590433,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
4358,357,QUALITY CARE EXPRESS,812-752-3072,1603 WEST MCCLAIN AVENUE, ,SCOTTSBURG,IN,47170,1161,SCOTT,18143,"LOCATED ON THE SOUTH SIDE OF WEST MCCLAIN AVENUE, BETWEEN NORTH MICHAEL DRIVE AND 100 WEST.", , , ,2009-03-11T00:00:00.000Z,PHONE,2009-03-11T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",107398386,-85.7961593,38.6841464,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
4359,358,MONROE COUNTY HEALTH CENTER - UNION,304-772-3064,200 HEALTH CENTER DRIVE, ,UNION,WV,24983, ,MONROE,54063,"FROM THE INTERSECTION OF US-219 & HEALTH CENTER DRIVE TRAVEL SOUTHWEST FOR APPROX .1MI, VEER SOUTH & TRAVEL LESS THAN .1MI.. ENTITY IS ON THE WEST SIDE OF HEALTH CENTER DRIVE.", , , ,2009-02-27T00:00:00.000Z,PHONE,2009-02-27T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",116988918,-80.5477286,37.5880602,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
4360,359,TUCKER COMMUNITY CARE,304-478-2511,307 MAIN STREET, ,PARSONS,WV,26287,1034,TUCKER,54093,LOCATED ON THE SOUTH CORNER OF MAIN STREET AND 4TH STREET., , , ,2009-02-27T00:00:00.000Z,PHONE,2009-02-27T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",107609232,-79.6831326,39.0989804,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
4361,360,SENTARA OBICI URGENT CARE CENTER,757-365-8057,919 SOUTH CHURCH STREET, ,SMITHFIELD,VA,23430,1715,ISLE OF WIGHT,51093,"LOCATED ON THE EAST SIDE OF S CHURCH ST, .3 MILES NORTH OF THE INTERSECTION OF BATTERY PARK RD AND S CHURCH ST.", , , ,2009-02-05T00:00:00.000Z,PHONE,2009-02-05T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",128087128,-76.6108551,36.9768825,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3797
4362,361,SUN MEDICAL EXPRESS WALK IN CLINIC - MURFREESBORO,615-217-6900,2445 MEMORIAL BOULEVARD,SUITE C,MURFREESBORO,TN,37129,5156,RUTHERFORD,47149,"LOC ON THE WEST SIDE OF MEMORIAL BLVD, LESS THAN .1 MILES NORTH OF CASTLEWOOD CT.", , , ,2009-02-04T00:00:00.000Z,PHONE,2009-02-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",124167906,-86.3828221,35.8883717,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
4363,362,EMERGI-CARE CLINIC,205-349-2273,32 15TH STREET, ,TUSCALOOSA,AL,35401,3661,TUSCALOOSA,1125,LOCATED ON THE SOUTHEAST CORNER OF 1ST AVE AND 15TH ST, , , ,2008-12-29T00:00:00.000Z,PHONE,2008-12-29T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",43066682,-87.5361971,33.1976855,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_0048
4364,363,PRIME CARE MEDICAL,631-878-2222,504 MONTAUK HIGHWAY,SUITE B,CENTER MORICHES,NY,11934,2222,SUFFOLK,36103,LOC ON THE SOUTH SIDE OF MAIN STREET BETWEEN BROOKFIELD AVENUE AND LAKE AVENUE., , , ,2009-01-14T00:00:00.000Z,PHONE,2009-01-14T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",16791298,-72.7984738,40.7991199,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_2853
4365,364,LONG ISLAND FAMILY MEDICAL GROUP - SAINT JAMES,631-862-6060,631 LAKE AVENUE, ,SAINT JAMES,NY,11780,1961,SUFFOLK,36103,LOC AT THE SOUTHEAST CORNER OF NORTH COUNTRY ROAD AND LAKE AVENUE., , , ,2009-01-14T00:00:00.000Z,PHONE,2009-01-14T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",21572687,-73.1578893,40.8869591,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
4366,365,HOMETOWN URGENT CARE - XENIA,937-372-6012,101 SOUTH ORANGE STREET, ,XENIA,OH,45385,3603,GREENE,39057,LOCATED ON THE SOUTHEAST CORNER OF W 2ND ST AND S ORANGE ST, , , ,2009-01-30T00:00:00.000Z,PHONE,2009-01-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",106740128,-83.9394614,39.6826026,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_2905
4367,366,SOLANTIC WALK-IN URGENT CARE - COLONIAL TOWN CENTER,321-319-0212,4301 EAST COLONIAL DRIVE, ,ORLANDO,FL,32803,5217,ORANGE,12095,LOCATED ON THE NORTH SIDE OF E COLONIAL DR BETWEEN LOWELL BLVD AND WARNER LN, , , ,2009-01-02T00:00:00.000Z,PHONE,2009-01-02T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",134901936,-81.3318756,28.5541864,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
4368,367,DOCTORS CARE - CONGAREE,864-458-7289,701 CONGAREE ROAD, ,GREENVILLE,SC,29607,3519,GREENVILLE,45045,NORTHEAST SIDE OF THE CONGAREE RD AND WEBB RD T INTERSECTION, , , ,2008-01-25T00:00:00.000Z,PHONE,2008-01-25T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",33707969,-82.3221221,34.8444837,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS, 
4369,368,CONCENTRA URGENT CARE - SHARONVILLE,513-771-2233,2702 EAST KEMPER ROAD, ,CINCINNATI,OH,45241,1818,HAMILTON,39061,LOCATED ON THE NORTH SIDE OF E KEMPER RD LESS THAN .5 MILE EAST OF THE INTERSECTION OF MOSTELLER RD AND E KEMPER RD, , , ,2009-01-29T00:00:00.000Z,PHONE,2009-01-29T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",31997971,-84.4217013,39.2842119,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
4370,369,CONCENTRA URGENT CARE - DAYTON,937-228-8132,228 TROY STREET, ,DAYTON,OH,45404,1831,MONTGOMERY,39113,LOCATED ON THE NORTHEAST CORNER OF TROY ST AND LIGHT ST, , , ,2009-01-28T00:00:00.000Z,PHONE,2009-01-28T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",46798153,-84.1745461,39.7730207,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
4371,370,CLARK FIRST HEALTH,732-382-9700,152 CENTRAL AVENUE, ,CLARK,NJ,7066,1115,UNION,34039,LOCATED ON THE EAST SIDE OF CENTRAL AVE BETWEEN RARITAN RD AND SCHOOL ST, , , ,2009-01-26T00:00:00.000Z,PHONE,2009-01-26T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",21800950,-74.3082082,40.6299739,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
4372,371,LIFEPOINTE URGENT CARE - GRAY,478-986-5500,260 WEST CLINTON STREET, ,GRAY,GA,31032,5430,JONES,13169,"LOCATED ON THE NORTH SIDE OF W CLINTON ST, APPROX 0.2 MI SW OF WASHBURN DR", , , ,2009-02-10T00:00:00.000Z,PHONE,2009-02-10T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",133504503,-83.5464241,33.0053932,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS, 
4373,372,WECARE MD,770-943-7808,5610 WENDY BAGWELL PARKWAY,SUITE 103,HIRAM,GA,30141,7809,PAULDING,13223,"LOCATED ON THE SOUTH SIDE OF GA-6, BETWEEN .1MI AND .2MI NORTHWEST OF CLEBURNE PARKWAY.", , , ,2009-02-20T00:00:00.000Z,PHONE,2009-02-20T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",122130382,-84.7350073,33.8845604,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
4374,373,URGENT CARE OF DURHAM,919-479-9888,3901 NORTH ROXBORO STREET,SUITE 701,DURHAM,NC,27704,2181,DURHAM,37063,LOC ON THE NORTHEAST CORNER OF THE T-INTERSECTION OF NEWSOM ST & N ROXBORO ST., , , ,2009-01-14T00:00:00.000Z,PHONE,2009-01-14T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",17083316,-78.9007433,36.0419567,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_2420
4375,374,CONCENTRA MEDICAL CENTER - LAWRENCEVILLE,770-995-1500,860 DULUTH HIGHWAY NORTHWEST,SUITE 1600,LAWRENCEVILLE,GA,30043,5374,GWINNETT,13135,ON THE SOUTHEAST CORNER OF DULUTH HWY NW AND LAWRENCEVILLE SUWANEE RD NW., , , ,2008-02-05T00:00:00.000Z,PHONE,2008-02-05T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",127187799,-84.0224034,33.9671529,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS, 
4376,375,HOLZER CLINIC - MAIN CLINIC,740-446-5287,90 JACKSON PIKE, ,GALLIPOLIS,OH,45631,1560,GALLIA,39053,LOCATED ON THE NORTH SIDE OF JACKSON PKY BETWEEN THE INTERSECTIONS OF OH 160 AND LARIAT DR, , , ,2009-02-11T00:00:00.000Z,PHONE,2009-01-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",707014888,-82.2381789,38.8451613,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3056
4377,376,FARRINGTON FAMILY MEDICAL CENTER,704-637-1123,401 MOCKSVILLE AVENUE, ,SALISBURY,NC,28144,2735,ROWAN,37159,LOC AT THE NORTHWEST CORNER OF OLD MOCKSVILLE ROAD AND GROVE STREET, , , ,2009-01-14T00:00:00.000Z,PHONE,2009-01-14T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",102552363,-80.4718507,35.6797149,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
4378,377,MADISON MINOR MEDICAL CENTER,615-868-9959,1114 GALLATIN PIKE NORTH, ,MADISON,TN,37115,2738,DAVIDSON,47037,LOC ON THE EAST SIDE OF THE T-INTERSECTION OF ONE MILE PKY & GALLATIN PIKE N., , , ,2009-02-03T00:00:00.000Z,PHONE,2009-02-03T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",124174357,-86.708492,36.2791674,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3321
4379,378,CONCENTRA URGENT CARE - WINSTON SALEM,336-896-9999,4410 PROVIDENCE LANE,SUITE I,WINSTON SALEM,NC,27106,3242,FORSYTH,37067,LOCATED ON THE NORTH SIDE OF NORTH POINT BOULEVARD BETWEEN ENTERPRISE DR AND PROVIDENCE LANE., , , ,2009-01-15T00:00:00.000Z,PHONE,2009-01-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",17121279,-80.2710023,36.1513805,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
4380,379,SISTERS OF MERCY URGENT CARE - WEST,828-252-4878,1201 PATTON AVENUE, ,ASHEVILLE,NC,28806,2707,BUNCOMBE,37021,LOCATED ON THE NORTHWEST CORNER OF PATTON AVE AND DRUID DR, , , ,2009-01-15T00:00:00.000Z,PHONE,2009-01-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",125465634,-82.6012538,35.5862129,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
4381,380,NIGHT LITE PEDIATRICS - WINTER GARDEN,407-905-4717,13750 WEST COLONIAL DRIVE, ,WINTER GARDEN,FL,34787,4204,ORANGE,12095,LOCATED ON THE SOUTH SIDE OF W COLONIAL DR BETWEEN WALKER RD AND WINTER GARDEN VINELAND RD, , , ,2009-05-21T00:00:00.000Z,PHONE,2009-05-21T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",22385465,-81.5893921,28.5489963,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
4382,381,MERCY FAMILY HEALTH CENTER,765-864-0558,3804 SOUTHLAND AVENUE, ,KOKOMO,IN,46902,3637,HOWARD,18067,LOC ON THE EAST SIDE OF SOUTHLAND AVENUE LESS THAN .1 MILE SOUTH OF THE WEST SOUTHWAY BLVD AND SOUTHLAND AVENUE., , , ,2009-01-13T00:00:00.000Z,PHONE,2009-01-13T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",19519377,-86.1309636,40.4427015,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
4383,382,RAPID CARE FAMILY MEDICINE AND URGENT CARE,910-822-0068,3412 RAMSEY STREET, ,FAYETTEVILLE,NC,28311,7642,CUMBERLAND,37051,"LOC ON THE EAST SIDE OF RAMSEY ST, LESS THAN .1 MILES SOUTH OF GLENOLA ST.", , , ,2009-01-13T00:00:00.000Z,PHONE,2009-01-13T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",125484281,-78.8779954,35.1060777,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
4384,383,NOVA URGENT MEDICAL CARE,919-934-0985,861 BERKSHIRE ROAD, ,SMITHFIELD,NC,27577,4728,JOHNSTON,37101,ON THE N SIDE OF BERKSHIRE RD BETWEEN HOSPITAL RD AND W EDGERTON ST., , , ,2008-03-17T00:00:00.000Z,PHONE,2008-10-02T00:00:00.000Z,ADJUSTED,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",102891095,-78.3288131,35.5176015,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS, 
4385,384,CARTERET URGENT AND FAMILY CARE CENTER,252-247-0770,3104 ARENDELL STREET, ,MOREHEAD CITY,NC,28557,3202,CARTERET,37031,ON THE N SIDE OF ARENDELL ST BETWEEN MCKNIGHT RD AND BONNER AVE, , , ,2008-03-17T00:00:00.000Z,PHONE,2008-03-17T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",127922100,-76.745048,34.7242719,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS, 
4386,385,WAKE URGENT CARE,919-329-5000,5156 STATE ROUTE 42 HIGHWAY WEST, ,GARNER,NC,27529, ,JOHNSTON,37101,ON N SIDE OF NC 42 HWY N BETWEEN BRATTON DR AND SON-LAN PKWY, , , ,2008-03-14T00:00:00.000Z,PHONE,2008-03-14T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",127895316,-78.5592745,35.6100903,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS, 
4387,386,URGENT CARE OF CARY,919-362-5871,3420 TEN TEN ROAD,SUITE 318,CARY,NC,27518, ,WAKE,37183,ON THE S SIDE OF TEN-TEN RD BETWEEN SMITH RD AND KILDAIRE FARM RD., , , ,2008-03-13T00:00:00.000Z,PHONE,2008-03-24T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",17118357,-78.7956032,35.703315,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS, 
4388,387,DOCTORS URGENT CARE OFFICES - KETTERING,937-294-0066,3604 WILMINGTON PIKE, ,KETTERING,OH,45429,4843,MONTGOMERY,39113,LOCATED ON THE NE SIDE OF WILMINGTON PIKE BETWEEN HARVEST AVE AND WILLAMET RD, , , ,2009-01-29T00:00:00.000Z,PHONE,2009-01-29T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",46805933,-84.1379378,39.6946862,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_2983
4389,388,URGENT CARE - MOREHEAD CITY,252-726-1116,3722 BRIDGES STREET,SUITE A,MOREHEAD CITY,NC,28557,2944,CARTERET,37031,ON THE N SIDE OF BRIDGES ST BETWEEN BALD DR AND PENNY LN, , , ,2008-03-21T00:00:00.000Z,PHONE,2008-03-21T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",127922079,-76.7580611,34.7266484,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS, 
4390,389,QUEENS/LONG ISLAND MEDICAL GROUP - HICKSVILLE MEDICAL CENTER,516-938-0100,350 SOUTH BROADWAY, ,HICKSVILLE,NY,11801,5006,NASSAU,36059,"S SIDE OF S BROADWAY, BETWEEN 4TH ST AND LAWNVIEW AVE.", , , ,2008-03-26T00:00:00.000Z,PHONE,2008-03-17T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",24893304,-73.5164673,40.761146,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS, 
4391,390,LAKESIDE PRIMARY CARE,704-316-4950,7752 GATEWAY LANE,SUITE 100,CONCORD,NC,28027,4421,CABARRUS,37025,474 FT NORTHWEST OF THE INTERSECTION OF GATEWAY LN AND WEDDINGTON RD, , , ,2008-03-17T00:00:00.000Z,PHONE,2008-03-17T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",112126861,-80.7105861,35.3682782,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS, 
