X,Y,OBJECTID,ID,NAME,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD,DATECREATE
-79.03243072,43.15418402,6903,902,MOUNT ST. MARY'S HOSPITAL,5300 MILITARY RD,NOT AVAILABLE,LEWISTON,NY,14092,NOT AVAILABLE,(716) 297-4800,GENERAL ACUTE CARE,OPEN,175,NIAGARA,36063,USA,43.15418402,-79.03243072,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.health.ny.gov/regulations/hcra/provider.htm,2016-08-29T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.chsbuffalo.org/Facilities/Hospitals/MountStMarysHospital,3121001H,NOT AVAILABLE,36,NON-PROFIT,-999,175,NOT AVAILABLE,Y,2013-10-23T00:00:00.000Z
-75.44235499,43.22913433,6904,903,ROME MEMORIAL HOSPITAL,1500 N JAMES ST,NOT AVAILABLE,ROME,NY,13440,NOT AVAILABLE,(315) 338-7000,GENERAL ACUTE CARE,OPEN,130,ONEIDA,36065,USA,43.22913433,-75.44235499,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.health.ny.gov/regulations/hcra/provider.htm,2016-08-29T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.romehospital.org,3201002H,NOT AVAILABLE,36,NON-PROFIT,-999,130,NOT AVAILABLE,NOT AVAILABLE,2013-10-23T00:00:00.000Z
-75.26611203,43.08217143,6905,904,ST. ELIZABETH MEDICAL CENTER,2209 GENESEE ST,NOT AVAILABLE,UTICA,NY,13501,NOT AVAILABLE,(315) 801-8100,GENERAL ACUTE CARE,OPEN,201,ONEIDA,36065,USA,43.08217143,-75.26611203,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.health.ny.gov/regulations/hcra/provider.htm,2016-08-29T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.stemc.org,3202002H,NOT AVAILABLE,36,NON-PROFIT,-999,201,AREA,Y,2013-10-23T00:00:00.000Z
-75.25811712,43.09100972,6906,905,FAXTON-ST. LUKE'S HEALTHCARE - FAXTON CAMPUS,1676 SUNSET AVE,NOT AVAILABLE,UTICA,NY,13502,NOT AVAILABLE,(315) 431-4384,REHABILITATION,OPEN,24,ONEIDA,36065,USA,43.09100972,-75.25811713,622210,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.health.ny.gov/regulations/hcra/provider.htm,2016-08-29T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://faxtonstlukes.com/,3202001H,NOT AVAILABLE,36,NON-PROFIT,-999,24,NOT AVAILABLE,NOT AVAILABLE,2013-10-23T00:00:00.000Z
-75.27589377,43.09673342,6907,906,FAXTON-ST. LUKE'S HEALTHCARE - ST. LUKE'S CAMPUS,1656 CHAMPLIN AVE,NOT AVAILABLE,UTICA,NY,13413,NOT AVAILABLE,(315) 624-6000,GENERAL ACUTE CARE,OPEN,370,ONEIDA,36065,USA,43.09673342,-75.27589377,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.health.ny.gov/regulations/hcra/provider.htm,2016-08-29T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://faxtonstlukes.com/,3202003H,NOT AVAILABLE,36,NON-PROFIT,-999,370,NOT AVAILABLE,Y,2013-10-23T00:00:00.000Z
-76.16790218,43.00803767,6908,907,UPSTATE UNIVERSITY HOSPITAL - COMMUNITY CAMPUS,4900 BROAD RD,NOT AVAILABLE,SYRACUSE,NY,13215,NOT AVAILABLE,(315) 492-5953,GENERAL ACUTE CARE,OPEN,326,ONONDAGA,36067,USA,43.00803767,-76.16790218,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.health.ny.gov/regulations/hcra/provider.htm,2016-08-29T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.upstate.edu/,3301000H,UPSTATE UNIVERSITY HOSPITAL AT COMMUNITY GENERAL,36,NON-PROFIT,-999,326,NOT AVAILABLE,NOT AVAILABLE,2013-10-23T00:00:00.000Z
-76.13983046,43.04189732,6909,908,UPSTATE UNIVERSITY HOSPITAL - DOWNTOWN CAMPUS,750 E ADAMS ST,NOT AVAILABLE,SYRACUSE,NY,13210,NOT AVAILABLE,(315) 464-3284,GENERAL ACUTE CARE,OPEN,409,ONONDAGA,36067,USA,43.04189732,-76.13983046,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.health.ny.gov/regulations/hcra/provider.htm,2016-08-29T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.upstate.edu/,3301007H,UNIVERSITY HOSPITAL SUNY HEALTH SCIENCE CENTER,36,NON-PROFIT,-999,409,"I, I PEDIATRIC",Y,2013-10-23T00:00:00.000Z
-76.13839401,43.04129917,6910,909,CROUSE HOSPITAL,736 IRVING AVE,NOT AVAILABLE,SYRACUSE,NY,13210,NOT AVAILABLE,(315) 470-7111,GENERAL ACUTE CARE,OPEN,466,ONONDAGA,36067,USA,43.04129917,-76.13839401,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.health.ny.gov/regulations/hcra/provider.htm,2016-08-29T00:00:00.000Z,IMAGERY WITH OTHER,2014-03-12T00:00:00.000Z,http://www.crouse.org/,3301008H,NOT AVAILABLE,36,NON-PROFIT,-999,466,NOT AVAILABLE,Y,2013-10-23T00:00:00.000Z
-77.13651575,42.95970084,6911,910,CLIFTON SPRINGS HOSPITAL,2 COULTER RD,NOT AVAILABLE,CLIFTON SPRINGS,NY,14432,NOT AVAILABLE,(315) 462-1311,GENERAL ACUTE CARE,OPEN,154,ONTARIO,36069,USA,42.95970084,-77.13651575,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.health.ny.gov/regulations/hcra/provider.htm,2016-08-29T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.cliftonspringshospital.org,3421000H,NOT AVAILABLE,36,NON-PROFIT,-999,154,NOT AVAILABLE,Y,2013-10-23T00:00:00.000Z
-76.98776837,42.87646048,6912,911,GENEVA GENERAL HOSPITAL,196-198 NORTH ST,NOT AVAILABLE,GENEVA,NY,14456,NOT AVAILABLE,(315) 787-4000,GENERAL ACUTE CARE,OPEN,132,ONTARIO,36069,USA,42.87646048,-76.98776837,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.health.ny.gov/regulations/hcra/provider.htm,2016-08-29T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.flhealth.org,3402000H,NOT AVAILABLE,36,NON-PROFIT,-999,132,NOT AVAILABLE,NOT AVAILABLE,2013-10-23T00:00:00.000Z
-74.01456558,41.50342485,6913,912,ST. LUKE'S CORNWALL HOSPITAL - NEWBURGH CAMPUS,70 DUBOIS ST,NOT AVAILABLE,NEWBURGH,NY,12550,NOT AVAILABLE,(845) 561-4400,GENERAL ACUTE CARE,OPEN,242,ORANGE,36071,USA,41.50342485,-74.01456558,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.health.ny.gov/regulations/hcra/provider.htm,2016-08-29T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.stlukescornwallhospital.org,3502000H,NOT AVAILABLE,36,NON-PROFIT,-999,242,PROVISIONAL LEVEL III,Y,2013-10-23T00:00:00.000Z
-74.04232114,41.43525136,6914,913,ST. LUKE'S CORNWALL HOSPITAL - CORNWALL CAMPUS,19 LAUREL AVE,NOT AVAILABLE,CORNWALL,NY,12518,NOT AVAILABLE,(845) 534-7711,GENERAL ACUTE CARE,OPEN,125,ORANGE,36071,USA,41.43525136,-74.04232114,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.health.ny.gov/regulations/hcra/provider.htm,2016-08-29T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.stlukescornwallhospital.org,3522000H,NOT AVAILABLE,36,NON-PROFIT,-999,125,NOT AVAILABLE,Y,2013-10-23T00:00:00.000Z
-77.2902443,42.87601496,6915,914,FF THOMPSON HOSPITAL,350 PARRISH STREET,NOT AVAILABLE,CANANDAIGUA,NY,14424,NOT AVAILABLE,(585) 396-6000,GENERAL ACUTE CARE,OPEN,113,ONTARIO,36069,USA,42.87601496,-77.2902443,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.health.ny.gov/regulations/hcra/provider.htm,2016-08-29T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.thompsonhealth.com,3429000H,NOT AVAILABLE,36,NON-PROFIT,-999,113,NOT AVAILABLE,Y,2013-10-23T00:00:00.000Z
-74.35746215,41.26136292,6916,915,ST ANTHONY COMMUNITY HOSPITAL,15 MAPLE AVE,NOT AVAILABLE,WARWICK,NY,10990,NOT AVAILABLE,(845) 986-2276,GENERAL ACUTE CARE,OPEN,60,ORANGE,36071,USA,41.26136292,-74.35746215,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.health.ny.gov/regulations/hcra/provider.htm,2016-08-29T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.stanthonycommunityhosp.org,3529000H,NOT AVAILABLE,36,NON-PROFIT,-999,60,NOT AVAILABLE,NOT AVAILABLE,2013-10-23T00:00:00.000Z
-74.68159719,41.3676357,6917,916,BON SECOURS COMMUNITY HOSPITAL,160 E MAIN ST,NOT AVAILABLE,PORT JERVIS,NY,12771,NOT AVAILABLE,(845) 856-5351,GENERAL ACUTE CARE,OPEN,122,ORANGE,36071,USA,41.3676357,-74.68159719,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.health.ny.gov/regulations/hcra/provider.htm,2016-08-29T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.bonsecourscommunityhosp.org,3535001H,NOT AVAILABLE,36,NON-PROFIT,-999,122,NOT AVAILABLE,NOT AVAILABLE,2013-10-23T00:00:00.000Z
-74.36831226,41.44191408,6918,917,ORANGE REGIONAL MEDICAL CENTER,707 EAST MAIN STREET,NOT AVAILABLE,MIDDLETOWN,NY,10924,NOT AVAILABLE,(845) 333-1000,GENERAL ACUTE CARE,OPEN,353,ORANGE,36071,USA,41.44191408,-74.36831227,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.health.ny.gov/regulations/hcra/provider.htm,2016-08-29T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.ormc.org/default.aspx,3523000H,NOT AVAILABLE,36,NON-PROFIT,-999,353,PROVISIONAL LEVEL II,Y,2013-10-23T00:00:00.000Z
-76.51637765,43.45401657,6919,918,OSWEGO HOSPITAL,110 W 6TH ST,NOT AVAILABLE,OSWEGO,NY,13126,NOT AVAILABLE,(315) 349-5511,GENERAL ACUTE CARE,OPEN,126,OSWEGO,36075,USA,43.45401657,-76.51637765,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.health.ny.gov/regulations/hcra/provider.htm,2016-08-29T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.oswegohealth.org,3702000H,NOT AVAILABLE,36,NON-PROFIT,-999,126,NOT AVAILABLE,NOT AVAILABLE,2013-10-23T00:00:00.000Z
-75.05215347,42.45779332,6920,919,AURELIA OSBORN FOX MEMORIAL HOSPITAL,1 NORTON AVE,NOT AVAILABLE,ONEONTA,NY,13820,NOT AVAILABLE,(607) 432-2000,GENERAL ACUTE CARE,OPEN,60,OTSEGO,36077,USA,42.45779332,-75.05215348,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.health.ny.gov/regulations/hcra/provider.htm,2016-08-29T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.bassett.org/medical/locations/hospitals/ao-fox-hospital/,3801000H,BASSETT A.O. FOX HOSPITAL,36,NON-PROFIT,-999,60,NOT AVAILABLE,NOT AVAILABLE,2013-10-23T00:00:00.000Z
-112.529509,37.05445725,6921,920,KANE COUNTY HOSPITAL,355 NORTH MAIN STREET,NOT AVAILABLE,KANAB,UT,84741,NOT AVAILABLE,(435) 644-5811,CRITICAL ACCESS,OPEN,-999,KANE,49025,USA,37.05445725,-112.529509,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://gis.utah.gov/data/health/health-care-facilities/,2017-01-27T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.kanecountyhospital.net,NOT AVAILABLE,NOT AVAILABLE,49,GOVERNMENT - DISTRICT/AUTHORITY,-999,-999,NOT AVAILABLE,NOT AVAILABLE,2013-05-29T00:00:00.000Z
-118.3585033,46.05355341,6922,921,JONATHAN M. WAINWRIGHT MEMORIAL VA MEDICAL CENTER,77 WAINWRIGHT DRIVE,NOT AVAILABLE,WALLA WALLA,WA,99362,NOT AVAILABLE,(509) 525-5200,MILITARY,OPEN,102,WALLA WALLA,53071,USA,46.05355341,-118.3585033,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.doh.wa.gov/DataandStatisticalReports/HealthcareinWashington/HospitalandPatientData/HospitalFinancialData.aspx,2012-08-02T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.wallawalla.va.gov/,NOT AVAILABLE,NOT AVAILABLE,53,GOVERNMENT - FEDERAL,-999,102,NOT AVAILABLE,N,2012-11-27T00:00:00.000Z
-118.343197,46.06222765,6923,922,PROVIDENCE ST. MARY MEDICAL CENTER,401 W POPLAR ST,NOT AVAILABLE,WALLA WALLA,WA,99362,NOT AVAILABLE,(509) 525-3320,GENERAL ACUTE CARE,OPEN,142,WALLA WALLA,53071,USA,46.06222765,-118.343197,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,2017-03-21T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.providence.org,50,WALLA WALLA GENERAL HOSPITAL,53,NON-PROFIT,-999,142,LEVEL III/PEDIATRIC,Y,2012-11-27T00:00:00.000Z
-118.3291664,46.05516275,6924,923,ADVENTIST HEALTH WALLA WALLA GENERAL HOSPITAL,1025 2ND AVE S,NOT AVAILABLE,WALLA WALLA,WA,99362,NOT AVAILABLE,(509) 525-0480,GENERAL ACUTE CARE,OPEN,72,WALLA WALLA,53071,USA,46.05516275,-118.3291664,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,2017-03-21T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,https://www.adventisthealth.org/walla-walla/pages/default.aspx,NOT AVAILABLE,SAINT MARY MEDICAL CENTER,53,NON-PROFIT,-999,72,LEVEL III,Y,2012-11-27T00:00:00.000Z
-122.3433835,47.45789244,6925,924,REGIONAL HOSPITAL FOR RESPIRATORY & COMPLEX CARE,16251 SYLVESTER RD SW,NOT AVAILABLE,BURIEN,WA,98166,NOT AVAILABLE,(206) 248-4604,LONG TERM CARE,OPEN,31,KING,53033,USA,47.45789244,-122.3433835,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",https://fortress.wa.gov/doh/facilitysearch/Default.aspx,2017-03-21T00:00:00.000Z,IMAGERY WITH OTHER,2017-03-21T00:00:00.000Z,https://www.chifranciscan.org/regional-hospital,202,NOT AVAILABLE,53,NON-PROFIT,-999,31,NOT AVAILABLE,NOT AVAILABLE,2017-03-21T00:00:00.000Z
-122.564431,47.18095643,6926,925,CHILD STUDY AND TREATMENT CENTER,8805 STEILACOOM BOULEVARD SW,NOT AVAILABLE,LAKEWOOD,WA,98498,7213,(253) 756-2504,PSYCHIATRIC,OPEN,47,PIERCE,53053,USA,47.18095643,-122.564431,622210,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)",https://www.dshs.wa.gov/bha/division-state-hospitals/state-psychiatric-hospitals,2017-03-21T00:00:00.000Z,IMAGERY WITH OTHER,2017-03-21T00:00:00.000Z,https://www.dshs.wa.gov/bha/division-state-hospitals/child-study-and-treatment-center,NOT AVAILABLE,NOT AVAILABLE,53,GOVERNMENT - STATE,-999,47,NOT AVAILABLE,N,2017-03-21T00:00:00.000Z
-123.0296011,48.52677897,6927,926,PEACEHEALTH PEACE ISLAND MEDICAL CENTER,1117 SPRING ST,NOT AVAILABLE,FRIDAY HARBOR,WA,98250,9782,(360) 378-2141,CRITICAL ACCESS,OPEN,25,SAN JUAN,53055,USA,48.52677897,-123.0296011,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,2017-03-21T00:00:00.000Z,IMAGERY,2017-03-27T00:00:00.000Z,https://www.peacehealth.org/peace-island-medical-center,60316803,NOT AVAILABLE,53,NON-PROFIT,-999,25,LEVEL V,NOT AVAILABLE,2017-03-27T00:00:00.000Z
-117.4135954,47.649213,6928,927,PROVIDENCE SACRED HEART MEDICAL CENTER AND CHILDREN'S HOSPITAL,101 W 8TH AVE,NOT AVAILABLE,SPOKANE,WA,99204,2307,(509) 474-3131,GENERAL ACUTE CARE,OPEN,638,SPOKANE,53063,USA,47.649213,-117.4135954,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,2017-03-21T00:00:00.000Z,IMAGERY WITH OTHER,2017-03-27T00:00:00.000Z,http://washington.providence.org/hospitals/sacred-heart-medical-center-and-childrens-hospital/,162,NOT AVAILABLE,53,NON-PROFIT,-999,638,LEVEL II PEDIATRIC,Y,2017-03-27T00:00:00.000Z
-121.8857629,47.51272014,6929,928,SNOQUALMIE VALLEY HOSPITAL,9801 FRONTIER AVE SE,NOT AVAILABLE,SNOQUALMIE,WA,98065,5200,(425) 831-2300,CRITICAL ACCESS,OPEN,25,KING,53033,USA,47.51272014,-121.8857629,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,2017-03-21T00:00:00.000Z,IMAGERY WITH OTHER,2017-03-27T00:00:00.000Z,snoqualmiehospital.org,195,NOT AVAILABLE,53,GOVERNMENT - DISTRICT/AUTHORITY,-999,25,NOT AVAILABLE,NOT AVAILABLE,2017-03-27T00:00:00.000Z
-122.1891407,48.13851852,6930,929,SMOKEY POINT BEHAIVORAL HOSPITAL,3955 156TH ST NE,NOT AVAILABLE,MARYSVILLE,WA,98271,4831,(844) 202-5555,PSYCHIATRIC,OPEN,115,SNOHOMISH,53061,USA,48.13851852,-122.1891407,622210,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)",https://fortress.wa.gov/doh/facilitysearch/Default.aspx,2017-03-21T00:00:00.000Z,IMAGERY WITH OTHER,2017-03-27T00:00:00.000Z,http://smokeypointbehavioralhospital.com/,60739147,NOT AVAILABLE,53,PROPRIETARY,-999,115,NOT AVAILABLE,NOT AVAILABLE,2017-03-27T00:00:00.000Z
-122.0218089,47.53614824,6931,930,SWEDISH MEDICAL CENTER - ISSAQUAH CAMPUS,751 NE BLAKELY DR,NOT AVAILABLE,ISSAQUAH,WA,98029,6201,(425) 313-4000,GENERAL ACUTE CARE,OPEN,-999,KING,53033,USA,47.53614824,-122.0218089,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,2017-03-21T00:00:00.000Z,IMAGERY,2017-03-27T00:00:00.000Z,http://www.swedish.org/,60256001,NOT AVAILABLE,53,NON-PROFIT,-999,-999,NOT AVAILABLE,NOT AVAILABLE,2017-03-27T00:00:00.000Z
-84.11146978,36.38887104,6932,931,TENNOVA HEALTHCARE - LAFOLLETTE MEDICAL CENTER,923 EAST CENTRAL AVENUE,NOT AVAILABLE,LAFOLLETTE,TN,37766,NOT AVAILABLE,(423) 907-1200,GENERAL ACUTE CARE,OPEN,66,CAMPBELL,47013,USA,36.38887104,-84.11146978,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.health.tn.gov/FacilityListings,2016-11-14T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.tennovaeast.com/locations/lafollette-medical-center,882616,NOT AVAILABLE,47,PROPRIETARY,-999,66,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
-80.68431729,40.05917571,6933,932,ACUITY SPECIALTY HOSPITAL OHIO VALLEY WHEELING,1 MEDICAL PARK,6TH FLOOR,WHEELING,WV,26003,NOT AVAILABLE,(740) 283-7497,LONG TERM CARE,OPEN,13,OHIO,54069,USA,40.05917571,-80.68431729,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",https://ohflac.wv.gov/Lookup/,2017-03-28T00:00:00.000Z,IMAGERY WITH OTHER,2017-03-28T00:00:00.000Z,http://belmont.acuityhealthcare.net/,WV208004,NOT AVAILABLE,54,PROPRIETARY,-999,13,NOT AVAILABLE,NOT AVAILABLE,2017-03-28T00:00:00.000Z
-86.78549015,35.46504749,6934,933,MARSHALL MEDICAL CENTER,1080 NORTH ELLINGTON PARKWAY,NOT AVAILABLE,LEWISBURG,TN,37091,NOT AVAILABLE,(931) 359-6276,CRITICAL ACCESS,OPEN,25,MARSHALL,47117,USA,35.46504749,-86.78549016,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.health.tn.gov/FacilityListings,2016-11-14T00:00:00.000Z,IMAGERY WITH OTHER,2013-09-11T00:00:00.000Z,http://www.mauryregional.com,NOT AVAILABLE,NOT AVAILABLE,47,GOVERNMENT - LOCAL,-999,25,NOT AVAILABLE,NOT AVAILABLE,2013-03-22T00:00:00.000Z
-98.56374221,44.08108633,6935,934,AVERA WESKOTA MEMORIAL MEDICAL CENTER,604 1ST STREET NORTHEAST,NOT AVAILABLE,WESSINGTON SPRINGS,SD,57382,NOT AVAILABLE,(605) 539-1201,CRITICAL ACCESS,OPEN,16,JERAULD,46073,USA,44.08108633,-98.56374221,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.sd.gov/ph04lassnet/rptPH04LicenseList.Aspx,2016-11-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.averaweskota.org,NOT AVAILABLE,NOT AVAILABLE,46,NON-PROFIT,-999,16,TRH,NOT AVAILABLE,2013-06-05T00:00:00.000Z
-106.5922673,35.16035126,6936,935,HEALTHSOUTH REHABILITATION HOSPITAL,7000 JEFFERSON STREET NORTHEAST,NOT AVAILABLE,ALBUQUERQUE,NM,87109,NOT AVAILABLE,(505) 344-9478,REHABILITATION,OPEN,87,BERNALILLO,35001,USA,35.16035126,-106.5922673,622210,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://providersearch.health.state.nm.us/,2016-08-24T00:00:00.000Z,IMAGERY,2013-11-14T00:00:00.000Z,http://www.healthsouthnewmexico.com,NOT AVAILABLE,NOT AVAILABLE,35,PROPRIETARY,-999,87,NOT AVAILABLE,NOT AVAILABLE,2012-11-24T00:00:00.000Z
-97.8675251,42.99157078,6937,936,SAINT MICHAELS HOSPITAL,410 WEST 16TH AVENUE,NOT AVAILABLE,TYNDALL,SD,57066,NOT AVAILABLE,(605) 589-3341,CRITICAL ACCESS,OPEN,25,BON HOMME,46009,USA,42.99157078,-97.8675251,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.sd.gov/ph04lassnet/rptPH04LicenseList.Aspx,2016-11-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.stmichaels-bhfp.org,NOT AVAILABLE,NOT AVAILABLE,46,NON-PROFIT,-999,25,TRH,NOT AVAILABLE,2013-06-05T00:00:00.000Z
-111.4694822,40.68745436,6938,937,PARK CITY MEDICAL CENTER,900 ROUND VALLEY DRIVE,NOT AVAILABLE,PARK CITY,UT,84060,NOT AVAILABLE,(435) 658-7000,GENERAL ACUTE CARE,OPEN,26,SUMMIT,49043,USA,40.68745436,-111.4694822,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://gis.utah.gov/data/health/health-care-facilities/,2017-01-27T00:00:00.000Z,IMAGERY WITH OTHER,2014-03-12T00:00:00.000Z,http://intermountainhealthcare.org,NOT AVAILABLE,NOT AVAILABLE,49,NON-PROFIT,-999,26,LEVEL  IV,Y,2013-05-29T00:00:00.000Z
-106.6396904,35.0861203,6939,938,LOVELACE MEDICAL CENTER,601 DOCTOR MARTIN LUTHER KING JUNIOR AVENUE NORTHEAST,NOT AVAILABLE,ALBUQUERQUE,NM,87102,NOT AVAILABLE,(505) 727-8000,GENERAL ACUTE CARE,OPEN,263,BERNALILLO,35001,USA,35.0861203,-106.6396904,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://providersearch.health.state.nm.us/,2016-08-24T00:00:00.000Z,IMAGERY,2013-11-14T00:00:00.000Z,http://www.lovelace.com/albuquerque-hospital/lovelace-medical-center,NOT AVAILABLE,NOT AVAILABLE,35,PROPRIETARY,-999,263,NOT AVAILABLE,NOT AVAILABLE,2012-11-24T00:00:00.000Z
-103.2716883,44.07420252,6940,939,IHS SIOUX SAN HOSPITAL,3200 CANYON LAKE DRIVE,NOT AVAILABLE,RAPID CITY,SD,57702,NOT AVAILABLE,(605) 355-2280,CRITICAL ACCESS,OPEN,9,PENNINGTON,46103,USA,44.07420252,-103.2716884,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.sd.gov/ph04lassnet/rptPH04LicenseList.Aspx,2016-11-08T00:00:00.000Z,IMAGERY,2013-12-31T00:00:00.000Z,https://www.ihs.gov/greatplains/healthcarefacilities/rapidcity/,NOT AVAILABLE,NOT AVAILABLE,46,GOVERNMENT - FEDERAL,-999,9,NOT AVAILABLE,NOT AVAILABLE,2013-06-05T00:00:00.000Z
-112.0835825,38.78270065,6941,940,SEVIER VALLEY MEDICAL CENTER,1000 NORTH MAIN STREET,NOT AVAILABLE,RICHFIELD,UT,84701,NOT AVAILABLE,(435) 893-4100,GENERAL ACUTE CARE,OPEN,27,SEVIER,49041,USA,38.78270065,-112.0835825,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://gis.utah.gov/data/health/health-care-facilities/,2017-01-27T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.intermountain.com,NOT AVAILABLE,NOT AVAILABLE,49,NON-PROFIT,-999,27,NOT AVAILABLE,NOT AVAILABLE,2013-05-29T00:00:00.000Z
-112.2972601,40.56673723,6942,941,MOUNTAIN WEST MEDICAL CENTER,2055 NORTH MAIN STREET,NOT AVAILABLE,TOOELE,UT,84074,NOT AVAILABLE,(435) 843-3600,GENERAL ACUTE CARE,OPEN,31,TOOELE,49045,USA,40.56673723,-112.2972601,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://gis.utah.gov/data/health/health-care-facilities/,2017-01-27T00:00:00.000Z,IMAGERY,2013-12-06T00:00:00.000Z,http://www.mountainwestmc.com,NOT AVAILABLE,NOT AVAILABLE,49,PROPRIETARY,-999,31,NOT AVAILABLE,NOT AVAILABLE,2013-05-29T00:00:00.000Z
